hero_id,hero_name,role,rank,input,region,winrate,pickrate,banrate
moira,Moira,SUPPORT,Silver,PC,Americas,50.8,40.3,8.3
orisa,Orisa,TANK,Silver,PC,Americas,44.8,13.5,10.0
pharah,Pharah,DAMAGE,Silver,PC,Americas,50.2,4.7,9.5
ramattra,Ramattra,TANK,Silver,PC,Americas,48.9,11.3,10.8
reaper,Reaper,DAMAGE,Silver,PC,Americas,51.6,11.2,2.1
reinhardt,Reinhardt,TANK,Silver,PC,Americas,53.7,13.3,3.6
roadhog,Roadhog,TANK,Silver,PC,Americas,46.0,5.8,9.5
shion,Shion,DAMAGE,Silver,PC,Americas,48.4,9.0,1.1
sierra,Sierra,DAMAGE,Silver,PC,Americas,50.2,16.3,29.0
sigma,Sigma,TANK,Silver,PC,Americas,48.9,10.7,3.9
sojourn,Sojourn,DAMAGE,Silver,PC,Americas,44.1,9.3,0.3
soldier-76,Soldier: 76,DAMAGE,Silver,PC,Americas,48.3,16.6,0.6
sombra,Sombra,DAMAGE,Silver,PC,Americas,49.2,2.5,61.9
symmetra,Symmetra,DAMAGE,Silver,PC,Americas,48.7,3.2,4.0
torbjorn,Torbjörn,DAMAGE,Silver,PC,Americas,51.7,6.4,0.9
tracer,Tracer,DAMAGE,Silver,PC,Americas,50.7,4.8,5.8
vendetta,Vendetta,DAMAGE,Silver,PC,Americas,55.2,5.3,6.2
venture,Venture,DAMAGE,Silver,PC,Americas,51.1,2.3,0.5
widowmaker,Widowmaker,DAMAGE,Silver,PC,Americas,48.7,4.8,5.1
winston,Winston,TANK,Silver,PC,Americas,51.3,4.4,4.4
wrecking-ball,Wrecking Ball,TANK,Silver,PC,Americas,51.6,1.8,7.3
wuyang,Wuyang,SUPPORT,Silver,PC,Americas,49.3,4.8,0.1
zarya,Zarya,TANK,Silver,PC,Americas,48.6,3.0,55.9
zenyatta,Zenyatta,SUPPORT,Silver,PC,Americas,52.1,10.6,1.2
ana,Ana,SUPPORT,Silver,PC,Europe,48.6,19.8,7.9
anran,Anran,DAMAGE,Silver,PC,Europe,51.1,9.2,28.9
ashe,Ashe,DAMAGE,Silver,PC,Europe,50.8,11.8,1.1
baptiste,Baptiste,SUPPORT,Silver,PC,Europe,48.2,6.0,0.1
bastion,Bastion,DAMAGE,Silver,PC,Europe,47.9,18.1,7.2
brigitte,Brigitte,SUPPORT,Silver,PC,Europe,51.6,3.2,0.1
cassidy,Cassidy,DAMAGE,Silver,PC,Europe,48.6,11.4,1.2
dmon,D.Mon,TANK,Silver,PC,Europe,56.4,8.2,16.0
dva,D.Va,TANK,Silver,PC,Europe,45.1,7.2,2.5
domina,Domina,TANK,Silver,PC,Europe,49.9,4.9,4.6
doomfist,Doomfist,TANK,Silver,PC,Europe,53.8,4.4,20.3
echo,Echo,DAMAGE,Silver,PC,Europe,47.7,3.2,0.6
emre,Emre,DAMAGE,Silver,PC,Europe,46.9,5.9,0.3
freja,Freja,DAMAGE,Silver,PC,Europe,46.0,5.0,3.3
genji,Genji,DAMAGE,Silver,PC,Europe,52.3,7.5,6.4
hanzo,Hanzo,DAMAGE,Silver,PC,Europe,50.5,9.5,1.3
hazard,Hazard,TANK,Silver,PC,Europe,50.7,1.8,0.7
illari,Illari,SUPPORT,Silver,PC,Europe,48.4,5.5,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Silver,PC,Europe,51.3,5.3,47.2
junker-queen,Junker Queen,TANK,Silver,PC,Europe,52.7,3.5,0.3
junkrat,Junkrat,DAMAGE,Silver,PC,Europe,50.0,13.8,7.4
juno,Juno,SUPPORT,Silver,PC,Europe,51.6,21.1,0.4
kiriko,Kiriko,SUPPORT,Silver,PC,Europe,45.6,27.2,1.3
lifeweaver,Lifeweaver,SUPPORT,Silver,PC,Europe,48.9,13.1,0.4
lucio,Lúcio,SUPPORT,Silver,PC,Europe,50.1,6.3,0.6
mauga,Mauga,TANK,Silver,PC,Europe,44.2,4.7,26.2
mei,Mei,DAMAGE,Silver,PC,Europe,51.1,8.5,6.9
mercy,Mercy,SUPPORT,Silver,PC,Europe,48.2,23.1,7.7
mizuki,Mizuki,SUPPORT,Silver,PC,Europe,51.8,14.7,1.0
moira,Moira,SUPPORT,Silver,PC,Europe,51.1,40.0,12.3
orisa,Orisa,TANK,Silver,PC,Europe,45.2,13.7,13.9
pharah,Pharah,DAMAGE,Silver,PC,Europe,50.2,4.7,19.1
ramattra,Ramattra,TANK,Silver,PC,Europe,49.5,10.3,10.8
reaper,Reaper,DAMAGE,Silver,PC,Europe,51.9,11.2,2.4
reinhardt,Reinhardt,TANK,Silver,PC,Europe,53.0,14.8,5.2
roadhog,Roadhog,TANK,Silver,PC,Europe,46.0,6.4,8.7
shion,Shion,DAMAGE,Silver,PC,Europe,48.5,9.0,1.1
sierra,Sierra,DAMAGE,Silver,PC,Europe,49.7,17.4,23.9
sigma,Sigma,TANK,Silver,PC,Europe,48.8,11.0,4.6
sojourn,Sojourn,DAMAGE,Silver,PC,Europe,44.7,9.0,0.3
soldier-76,Soldier: 76,DAMAGE,Silver,PC,Europe,48.4,16.7,0.8
sombra,Sombra,DAMAGE,Silver,PC,Europe,48.3,2.7,53.3
symmetra,Symmetra,DAMAGE,Silver,PC,Europe,49.7,2.7,1.9
torbjorn,Torbjörn,DAMAGE,Silver,PC,Europe,52.2,5.6,0.8
tracer,Tracer,DAMAGE,Silver,PC,Europe,50.8,4.5,4.8
vendetta,Vendetta,DAMAGE,Silver,PC,Europe,54.7,4.9,5.9
venture,Venture,DAMAGE,Silver,PC,Europe,52.1,1.7,0.3
widowmaker,Widowmaker,DAMAGE,Silver,PC,Europe,47.7,6.1,11.1
winston,Winston,TANK,Silver,PC,Europe,51.3,3.9,3.6
wrecking-ball,Wrecking Ball,TANK,Silver,PC,Europe,50.9,1.9,6.8
wuyang,Wuyang,SUPPORT,Silver,PC,Europe,49.4,4.4,0.1
zarya,Zarya,TANK,Silver,PC,Europe,48.6,3.1,53.5
zenyatta,Zenyatta,SUPPORT,Silver,PC,Europe,52.0,10.2,1.0
ana,Ana,SUPPORT,Silver,PC,Asia,49.4,34.8,5.0
anran,Anran,DAMAGE,Silver,PC,Asia,52.5,12.9,11.3
ashe,Ashe,DAMAGE,Silver,PC,Asia,50.2,11.2,0.4
baptiste,Baptiste,SUPPORT,Silver,PC,Asia,47.1,8.5,0.1
bastion,Bastion,DAMAGE,Silver,PC,Asia,48.2,12.7,3.3
brigitte,Brigitte,SUPPORT,Silver,PC,Asia,49.0,3.9,0.2
cassidy,Cassidy,DAMAGE,Silver,PC,Asia,46.9,17.9,1.3
dmon,D.Mon,TANK,Silver,PC,Asia,57.4,10.6,21.5
dva,D.Va,TANK,Silver,PC,Asia,46.2,5.9,2.1
domina,Domina,TANK,Silver,PC,Asia,50.5,4.7,1.8
doomfist,Doomfist,TANK,Silver,PC,Asia,49.7,4.5,18.6
echo,Echo,DAMAGE,Silver,PC,Asia,48.3,3.0,0.4
emre,Emre,DAMAGE,Silver,PC,Asia,48.4,6.3,0.1
freja,Freja,DAMAGE,Silver,PC,Asia,45.8,4.3,32.6
genji,Genji,DAMAGE,Silver,PC,Asia,50.3,6.4,0.8
hanzo,Hanzo,DAMAGE,Silver,PC,Asia,49.0,4.0,0.2
hazard,Hazard,TANK,Silver,PC,Asia,48.2,2.1,0.7
illari,Illari,SUPPORT,Silver,PC,Asia,48.6,4.4,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Silver,PC,Asia,50.2,4.3,61.4
junker-queen,Junker Queen,TANK,Silver,PC,Asia,49.0,2.3,0.2
junkrat,Junkrat,DAMAGE,Silver,PC,Asia,51.2,6.3,0.9
juno,Juno,SUPPORT,Silver,PC,Asia,50.8,18.1,0.2
kiriko,Kiriko,SUPPORT,Silver,PC,Asia,46.5,43.8,0.7
lifeweaver,Lifeweaver,SUPPORT,Silver,PC,Asia,47.9,6.3,0.4
lucio,Lúcio,SUPPORT,Silver,PC,Asia,47.0,3.5,0.1
mauga,Mauga,TANK,Silver,PC,Asia,42.8,4.6,7.3
mei,Mei,DAMAGE,Silver,PC,Asia,52.9,8.0,3.9
mercy,Mercy,SUPPORT,Silver,PC,Asia,45.5,3.8,0.3
mizuki,Mizuki,SUPPORT,Silver,PC,Asia,51.1,15.2,3.8
moira,Moira,SUPPORT,Silver,PC,Asia,52.2,32.1,3.8
orisa,Orisa,TANK,Silver,PC,Asia,45.8,14.2,7.4
pharah,Pharah,DAMAGE,Silver,PC,Asia,52.4,3.6,61.7
ramattra,Ramattra,TANK,Silver,PC,Asia,48.3,9.4,5.3
reaper,Reaper,DAMAGE,Silver,PC,Asia,51.3,13.6,2.6
reinhardt,Reinhardt,TANK,Silver,PC,Asia,52.3,9.2,2.3
roadhog,Roadhog,TANK,Silver,PC,Asia,41.7,4.1,2.2
shion,Shion,DAMAGE,Silver,PC,Asia,48.3,10.4,0.7
sierra,Sierra,DAMAGE,Silver,PC,Asia,49.7,20.6,4.2
sigma,Sigma,TANK,Silver,PC,Asia,51.8,14.9,4.9
sojourn,Sojourn,DAMAGE,Silver,PC,Asia,43.8,12.7,0.2
soldier-76,Soldier: 76,DAMAGE,Silver,PC,Asia,48.1,12.6,0.1
sombra,Sombra,DAMAGE,Silver,PC,Asia,48.4,3.0,33.0
symmetra,Symmetra,DAMAGE,Silver,PC,Asia,53.4,4.2,7.3
torbjorn,Torbjörn,DAMAGE,Silver,PC,Asia,52.1,5.9,0.7
tracer,Tracer,DAMAGE,Silver,PC,Asia,49.0,7.5,3.5
vendetta,Vendetta,DAMAGE,Silver,PC,Asia,55.7,7.1,13.1
venture,Venture,DAMAGE,Silver,PC,Asia,52.3,1.9,0.2
widowmaker,Widowmaker,DAMAGE,Silver,PC,Asia,47.3,3.9,1.2
winston,Winston,TANK,Silver,PC,Asia,51.9,7.8,9.9
wrecking-ball,Wrecking Ball,TANK,Silver,PC,Asia,50.3,1.9,8.4
wuyang,Wuyang,SUPPORT,Silver,PC,Asia,52.5,11.6,0.3
zarya,Zarya,TANK,Silver,PC,Asia,48.2,3.8,56.0
zenyatta,Zenyatta,SUPPORT,Silver,PC,Asia,50.9,9.6,1.0
ana,Ana,SUPPORT,Silver,Console,Americas,47.3,15.3,3.8
anran,Anran,DAMAGE,Silver,Console,Americas,51.7,9.2,8.7
ashe,Ashe,DAMAGE,Silver,Console,Americas,49.7,13.6,1.2
baptiste,Baptiste,SUPPORT,Silver,Console,Americas,48.3,6.5,0.2
bastion,Bastion,DAMAGE,Silver,Console,Americas,49.5,22.0,9.3
brigitte,Brigitte,SUPPORT,Silver,Console,Americas,52.9,3.9,0.1
cassidy,Cassidy,DAMAGE,Silver,Console,Americas,48.3,8.0,0.6
dmon,D.Mon,TANK,Silver,Console,Americas,55.9,7.8,8.4
dva,D.Va,TANK,Silver,Console,Americas,48.5,13.1,7.6
domina,Domina,TANK,Silver,Console,Americas,49.2,4.8,5.6
doomfist,Doomfist,TANK,Silver,Console,Americas,51.9,3.1,4.6
echo,Echo,DAMAGE,Silver,Console,Americas,46.5,4.1,0.4
emre,Emre,DAMAGE,Silver,Console,Americas,47.1,7.5,0.2
freja,Freja,DAMAGE,Silver,Console,Americas,45.0,6.2,1.4
genji,Genji,DAMAGE,Silver,Console,Americas,50.1,5.7,2.3
hanzo,Hanzo,DAMAGE,Silver,Console,Americas,49.3,8.1,0.6
hazard,Hazard,TANK,Silver,Console,Americas,48.3,1.6,0.3
illari,Illari,SUPPORT,Silver,Console,Americas,49.4,7.5,0.3
jetpack-cat,Jetpack Cat,SUPPORT,Silver,Console,Americas,48.5,8.0,28.4
junker-queen,Junker Queen,TANK,Silver,Console,Americas,50.9,3.7,0.4
junkrat,Junkrat,DAMAGE,Silver,Console,Americas,48.7,10.7,3.6
juno,Juno,SUPPORT,Silver,Console,Americas,51.9,32.4,1.1
kiriko,Kiriko,SUPPORT,Silver,Console,Americas,44.5,14.0,0.7
lifeweaver,Lifeweaver,SUPPORT,Silver,Console,Americas,48.0,13.7,0.4
lucio,Lúcio,SUPPORT,Silver,Console,Americas,49.8,8.5,0.5
mauga,Mauga,TANK,Silver,Console,Americas,44.2,5.2,29.6
mei,Mei,DAMAGE,Silver,Console,Americas,51.2,9.6,7.4
mercy,Mercy,SUPPORT,Silver,Console,Americas,47.6,22.5,16.1
mizuki,Mizuki,SUPPORT,Silver,Console,Americas,51.9,11.0,0.8
moira,Moira,SUPPORT,Silver,Console,Americas,51.6,37.4,11.5
orisa,Orisa,TANK,Silver,Console,Americas,48.9,18.2,26.3
pharah,Pharah,DAMAGE,Silver,Console,Americas,46.4,2.9,1.5
ramattra,Ramattra,TANK,Silver,Console,Americas,49.6,10.4,8.0
reaper,Reaper,DAMAGE,Silver,Console,Americas,52.0,10.0,2.6
reinhardt,Reinhardt,TANK,Silver,Console,Americas,53.0,9.8,4.3
roadhog,Roadhog,TANK,Silver,Console,Americas,44.9,5.3,8.6
shion,Shion,DAMAGE,Silver,Console,Americas,48.7,8.7,0.8
sierra,Sierra,DAMAGE,Silver,Console,Americas,51.5,16.1,38.8
sigma,Sigma,TANK,Silver,Console,Americas,49.3,9.7,6.8
sojourn,Sojourn,DAMAGE,Silver,Console,Americas,44.5,10.1,0.5
soldier-76,Soldier: 76,DAMAGE,Silver,Console,Americas,50.1,16.6,1.3
sombra,Sombra,DAMAGE,Silver,Console,Americas,52.2,2.1,87.2
symmetra,Symmetra,DAMAGE,Silver,Console,Americas,50.4,3.9,20.6
torbjorn,Torbjörn,DAMAGE,Silver,Console,Americas,54.5,9.4,4.3
tracer,Tracer,DAMAGE,Silver,Console,Americas,52.1,4.4,11.5
vendetta,Vendetta,DAMAGE,Silver,Console,Americas,52.6,3.4,0.9
venture,Venture,DAMAGE,Silver,Console,Americas,50.4,1.7,0.2
widowmaker,Widowmaker,DAMAGE,Silver,Console,Americas,46.3,6.2,11.9
winston,Winston,TANK,Silver,Console,Americas,48.9,2.4,1.2
wrecking-ball,Wrecking Ball,TANK,Silver,Console,Americas,47.5,1.9,3.9
wuyang,Wuyang,SUPPORT,Silver,Console,Americas,47.4,3.7,0.1
zarya,Zarya,TANK,Silver,Console,Americas,49.0,3.2,43.2
zenyatta,Zenyatta,SUPPORT,Silver,Console,Americas,52.2,15.6,1.2
ana,Ana,SUPPORT,Silver,Console,Europe,47.6,17.7,3.5
anran,Anran,DAMAGE,Silver,Console,Europe,51.1,7.3,5.1
ashe,Ashe,DAMAGE,Silver,Console,Europe,50.3,14.8,1.9
baptiste,Baptiste,SUPPORT,Silver,Console,Europe,50.7,7.8,0.2
bastion,Bastion,DAMAGE,Silver,Console,Europe,49.7,21.2,12.7
brigitte,Brigitte,SUPPORT,Silver,Console,Europe,52.0,2.8,0.1
cassidy,Cassidy,DAMAGE,Silver,Console,Europe,49.6,10.7,0.8
dmon,D.Mon,TANK,Silver,Console,Europe,55.7,5.4,5.6
dva,D.Va,TANK,Silver,Console,Europe,48.7,13.9,12.7
domina,Domina,TANK,Silver,Console,Europe,50.7,3.8,2.7
doomfist,Doomfist,TANK,Silver,Console,Europe,54.1,4.8,12.2
echo,Echo,DAMAGE,Silver,Console,Europe,47.2,3.2,0.3
emre,Emre,DAMAGE,Silver,Console,Europe,47.7,7.4,0.2
freja,Freja,DAMAGE,Silver,Console,Europe,45.2,5.6,1.1
genji,Genji,DAMAGE,Silver,Console,Europe,51.4,6.1,4.9
hanzo,Hanzo,DAMAGE,Silver,Console,Europe,47.7,9.1,0.8
hazard,Hazard,TANK,Silver,Console,Europe,45.3,1.2,0.2
illari,Illari,SUPPORT,Silver,Console,Europe,49.0,7.7,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Silver,Console,Europe,50.0,9.7,24.9
junker-queen,Junker Queen,TANK,Silver,Console,Europe,51.7,3.0,0.3
junkrat,Junkrat,DAMAGE,Silver,Console,Europe,48.2,10.0,2.8
juno,Juno,SUPPORT,Silver,Console,Europe,51.5,28.6,0.6
kiriko,Kiriko,SUPPORT,Silver,Console,Europe,45.2,16.8,0.6
lifeweaver,Lifeweaver,SUPPORT,Silver,Console,Europe,48.3,13.4,0.2
lucio,Lúcio,SUPPORT,Silver,Console,Europe,50.8,7.6,0.6
mauga,Mauga,TANK,Silver,Console,Europe,44.9,5.0,40.3
mei,Mei,DAMAGE,Silver,Console,Europe,52.6,6.9,3.0
mercy,Mercy,SUPPORT,Silver,Console,Europe,47.8,25.6,14.4
mizuki,Mizuki,SUPPORT,Silver,Console,Europe,51.0,9.1,0.5
moira,Moira,SUPPORT,Silver,Console,Europe,52.1,35.2,11.8
orisa,Orisa,TANK,Silver,Console,Europe,48.6,17.3,35.4
pharah,Pharah,DAMAGE,Silver,Console,Europe,48.2,3.1,4.9
ramattra,Ramattra,TANK,Silver,Console,Europe,48.7,9.7,6.8
reaper,Reaper,DAMAGE,Silver,Console,Europe,53.0,11.8,3.3
reinhardt,Reinhardt,TANK,Silver,Console,Europe,52.9,10.8,4.9
roadhog,Roadhog,TANK,Silver,Console,Europe,46.6,7.5,11.9
shion,Shion,DAMAGE,Silver,Console,Europe,48.0,7.3,0.5
sierra,Sierra,DAMAGE,Silver,Console,Europe,49.9,18.4,23.5
sigma,Sigma,TANK,Silver,Console,Europe,49.0,10.2,6.0
sojourn,Sojourn,DAMAGE,Silver,Console,Europe,44.7,10.2,0.4
soldier-76,Soldier: 76,DAMAGE,Silver,Console,Europe,50.6,20.2,2.5
sombra,Sombra,DAMAGE,Silver,Console,Europe,51.6,2.1,83.6
symmetra,Symmetra,DAMAGE,Silver,Console,Europe,51.0,3.0,5.6
torbjorn,Torbjörn,DAMAGE,Silver,Console,Europe,53.5,7.3,2.2
tracer,Tracer,DAMAGE,Silver,Console,Europe,49.9,4.5,14.5
vendetta,Vendetta,DAMAGE,Silver,Console,Europe,52.6,2.4,0.6
venture,Venture,DAMAGE,Silver,Console,Europe,50.8,1.1,0.1
widowmaker,Widowmaker,DAMAGE,Silver,Console,Europe,46.6,6.3,32.1
winston,Winston,TANK,Silver,Console,Europe,49.9,2.2,0.9
wrecking-ball,Wrecking Ball,TANK,Silver,Console,Europe,46.2,2.0,2.6
wuyang,Wuyang,SUPPORT,Silver,Console,Europe,47.0,3.3,0.1
zarya,Zarya,TANK,Silver,Console,Europe,49.1,3.2,39.1
zenyatta,Zenyatta,SUPPORT,Silver,Console,Europe,51.3,14.6,1.0
ana,Ana,SUPPORT,Silver,Console,Asia,48.3,30.9,4.6
anran,Anran,DAMAGE,Silver,Console,Asia,49.8,9.7,5.3
ashe,Ashe,DAMAGE,Silver,Console,Asia,49.8,13.6,0.9
baptiste,Baptiste,SUPPORT,Silver,Console,Asia,48.6,9.7,0.2
bastion,Bastion,DAMAGE,Silver,Console,Asia,49.8,17.4,2.8
brigitte,Brigitte,SUPPORT,Silver,Console,Asia,50.8,3.8,0.1
cassidy,Cassidy,DAMAGE,Silver,Console,Asia,46.2,11.5,0.6
dmon,D.Mon,TANK,Silver,Console,Asia,55.3,9.1,15.9
dva,D.Va,TANK,Silver,Console,Asia,48.6,8.5,6.7
domina,Domina,TANK,Silver,Console,Asia,49.9,5.1,2.6
doomfist,Doomfist,TANK,Silver,Console,Asia,48.3,4.0,5.0
echo,Echo,DAMAGE,Silver,Console,Asia,49.5,3.2,0.4
emre,Emre,DAMAGE,Silver,Console,Asia,47.6,6.2,0.1
freja,Freja,DAMAGE,Silver,Console,Asia,46.7,4.8,8.8
genji,Genji,DAMAGE,Silver,Console,Asia,49.3,6.3,1.4
hanzo,Hanzo,DAMAGE,Silver,Console,Asia,45.9,3.6,0.2
hazard,Hazard,TANK,Silver,Console,Asia,47.0,1.6,0.4
illari,Illari,SUPPORT,Silver,Console,Asia,50.2,6.6,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Silver,Console,Asia,51.1,5.8,59.5
junker-queen,Junker Queen,TANK,Silver,Console,Asia,49.0,2.4,0.2
junkrat,Junkrat,DAMAGE,Silver,Console,Asia,48.2,6.6,0.6
juno,Juno,SUPPORT,Silver,Console,Asia,52.8,33.6,0.4
kiriko,Kiriko,SUPPORT,Silver,Console,Asia,43.4,28.5,0.5
lifeweaver,Lifeweaver,SUPPORT,Silver,Console,Asia,47.8,6.2,0.2
lucio,Lúcio,SUPPORT,Silver,Console,Asia,49.6,4.2,0.1
mauga,Mauga,TANK,Silver,Console,Asia,44.2,5.6,9.4
mei,Mei,DAMAGE,Silver,Console,Asia,51.9,8.5,3.2
mercy,Mercy,SUPPORT,Silver,Console,Asia,45.5,4.9,0.4
mizuki,Mizuki,SUPPORT,Silver,Console,Asia,51.4,11.8,2.3
moira,Moira,SUPPORT,Silver,Console,Asia,52.3,32.6,8.4
orisa,Orisa,TANK,Silver,Console,Asia,49.7,20.0,11.9
pharah,Pharah,DAMAGE,Silver,Console,Asia,49.6,3.8,5.9
ramattra,Ramattra,TANK,Silver,Console,Asia,48.7,9.7,4.3
reaper,Reaper,DAMAGE,Silver,Console,Asia,52.4,12.2,1.5
reinhardt,Reinhardt,TANK,Silver,Console,Asia,50.7,7.2,2.2
roadhog,Roadhog,TANK,Silver,Console,Asia,41.6,3.4,1.1
shion,Shion,DAMAGE,Silver,Console,Asia,48.9,8.9,0.4
sierra,Sierra,DAMAGE,Silver,Console,Asia,50.5,24.7,9.3
sigma,Sigma,TANK,Silver,Console,Asia,51.1,13.2,8.1
sojourn,Sojourn,DAMAGE,Silver,Console,Asia,44.2,12.8,0.2
soldier-76,Soldier: 76,DAMAGE,Silver,Console,Asia,50.5,14.0,0.2
sombra,Sombra,DAMAGE,Silver,Console,Asia,50.0,1.6,88.9
symmetra,Symmetra,DAMAGE,Silver,Console,Asia,54.3,4.1,26.2
torbjorn,Torbjörn,DAMAGE,Silver,Console,Asia,54.2,9.3,2.2
tracer,Tracer,DAMAGE,Silver,Console,Asia,50.8,6.1,27.6
vendetta,Vendetta,DAMAGE,Silver,Console,Asia,50.6,4.8,1.6
venture,Venture,DAMAGE,Silver,Console,Asia,52.4,2.0,0.1
widowmaker,Widowmaker,DAMAGE,Silver,Console,Asia,45.9,4.4,2.6
winston,Winston,TANK,Silver,Console,Asia,50.4,5.0,4.7
wrecking-ball,Wrecking Ball,TANK,Silver,Console,Asia,50.4,2.0,11.6
wuyang,Wuyang,SUPPORT,Silver,Console,Asia,50.4,8.0,0.1
zarya,Zarya,TANK,Silver,Console,Asia,48.8,3.1,59.9
zenyatta,Zenyatta,SUPPORT,Silver,Console,Asia,51.5,13.4,1.4
ana,Ana,SUPPORT,Gold,PC,Americas,49.3,24.7,13.1
anran,Anran,DAMAGE,Gold,PC,Americas,51.9,8.9,33.3
ashe,Ashe,DAMAGE,Gold,PC,Americas,51.4,11.6,1.6
baptiste,Baptiste,SUPPORT,Gold,PC,Americas,47.9,7.2,0.1
bastion,Bastion,DAMAGE,Gold,PC,Americas,46.9,16.6,6.2
brigitte,Brigitte,SUPPORT,Gold,PC,Americas,50.9,4.1,0.1
cassidy,Cassidy,DAMAGE,Gold,PC,Americas,47.3,14.4,3.2
dmon,D.Mon,TANK,Gold,PC,Americas,57.4,9.4,20.7
dva,D.Va,TANK,Gold,PC,Americas,45.3,5.4,1.9
domina,Domina,TANK,Gold,PC,Americas,49.8,4.8,4.9
doomfist,Doomfist,TANK,Gold,PC,Americas,52.5,5.1,18.5
echo,Echo,DAMAGE,Gold,PC,Americas,48.5,3.3,0.5
emre,Emre,DAMAGE,Gold,PC,Americas,46.9,6.2,0.2
freja,Freja,DAMAGE,Gold,PC,Americas,46.4,5.1,8.8
genji,Genji,DAMAGE,Gold,PC,Americas,52.8,8.4,4.0
hanzo,Hanzo,DAMAGE,Gold,PC,Americas,51.0,7.7,0.9
hazard,Hazard,TANK,Gold,PC,Americas,50.5,2.3,1.1
illari,Illari,SUPPORT,Gold,PC,Americas,48.9,4.7,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Gold,PC,Americas,50.6,5.5,44.5
junker-queen,Junker Queen,TANK,Gold,PC,Americas,52.6,4.1,0.4
junkrat,Junkrat,DAMAGE,Gold,PC,Americas,50.2,11.5,4.9
juno,Juno,SUPPORT,Gold,PC,Americas,51.6,22.5,0.4
kiriko,Kiriko,SUPPORT,Gold,PC,Americas,44.3,26.4,2.7
lifeweaver,Lifeweaver,SUPPORT,Gold,PC,Americas,48.8,13.7,0.5
lucio,Lúcio,SUPPORT,Gold,PC,Americas,50.9,5.3,0.5
mauga,Mauga,TANK,Gold,PC,Americas,43.5,4.8,24.2
mei,Mei,DAMAGE,Gold,PC,Americas,50.0,10.2,7.5
mercy,Mercy,SUPPORT,Gold,PC,Americas,49.1,17.0,5.4
mizuki,Mizuki,SUPPORT,Gold,PC,Americas,51.5,15.6,3.1
moira,Moira,SUPPORT,Gold,PC,Americas,50.0,37.5,4.6
orisa,Orisa,TANK,Gold,PC,Americas,44.5,12.3,9.1
pharah,Pharah,DAMAGE,Gold,PC,Americas,50.9,4.1,7.4
ramattra,Ramattra,TANK,Gold,PC,Americas,48.1,10.6,10.7
reaper,Reaper,DAMAGE,Gold,PC,Americas,50.6,11.6,1.9
reinhardt,Reinhardt,TANK,Gold,PC,Americas,53.8,13.9,2.4
roadhog,Roadhog,TANK,Gold,PC,Americas,46.7,6.6,13.4
shion,Shion,DAMAGE,Gold,PC,Americas,49.1,8.2,1.1
sierra,Sierra,DAMAGE,Gold,PC,Americas,49.8,15.0,24.5
sigma,Sigma,TANK,Gold,PC,Americas,48.4,10.2,3.3
sojourn,Sojourn,DAMAGE,Gold,PC,Americas,44.5,9.5,0.6
soldier-76,Soldier: 76,DAMAGE,Gold,PC,Americas,48.5,17.8,0.5
sombra,Sombra,DAMAGE,Gold,PC,Americas,49.2,3.0,47.0
symmetra,Symmetra,DAMAGE,Gold,PC,Americas,48.1,3.2,4.1
torbjorn,Torbjörn,DAMAGE,Gold,PC,Americas,51.1,5.7,0.8
tracer,Tracer,DAMAGE,Gold,PC,Americas,51.1,5.4,4.7
vendetta,Vendetta,DAMAGE,Gold,PC,Americas,55.2,5.2,5.6
venture,Venture,DAMAGE,Gold,PC,Americas,51.1,2.3,0.5
widowmaker,Widowmaker,DAMAGE,Gold,PC,Americas,50.4,4.8,4.5
winston,Winston,TANK,Gold,PC,Americas,50.3,4.9,4.3
wrecking-ball,Wrecking Ball,TANK,Gold,PC,Americas,51.5,2.0,7.7
wuyang,Wuyang,SUPPORT,Gold,PC,Americas,51.2,4.9,0.1
zarya,Zarya,TANK,Gold,PC,Americas,46.8,3.8,56.3
zenyatta,Zenyatta,SUPPORT,Gold,PC,Americas,52.4,10.9,1.7
ana,Ana,SUPPORT,Gold,PC,Asia,49.9,42.1,5.4
anran,Anran,DAMAGE,Gold,PC,Asia,51.6,12.0,10.3
ashe,Ashe,DAMAGE,Gold,PC,Asia,50.6,11.1,0.4
baptiste,Baptiste,SUPPORT,Gold,PC,Asia,47.4,9.1,0.1
bastion,Bastion,DAMAGE,Gold,PC,Asia,47.7,10.4,3.5
brigitte,Brigitte,SUPPORT,Gold,PC,Asia,49.2,4.5,0.2
cassidy,Cassidy,DAMAGE,Gold,PC,Asia,46.9,22.0,2.3
dmon,D.Mon,TANK,Gold,PC,Asia,57.3,10.3,22.5
dva,D.Va,TANK,Gold,PC,Asia,46.5,5.3,2.2
domina,Domina,TANK,Gold,PC,Asia,50.9,3.7,1.1
doomfist,Doomfist,TANK,Gold,PC,Asia,50.8,5.9,19.8
echo,Echo,DAMAGE,Gold,PC,Asia,48.8,3.3,0.4
emre,Emre,DAMAGE,Gold,PC,Asia,48.9,6.2,0.1
freja,Freja,DAMAGE,Gold,PC,Asia,45.9,4.3,39.1
genji,Genji,DAMAGE,Gold,PC,Asia,51.4,8.3,0.7
