hero_id,hero_name,role,rank,input,region,winrate,pickrate,banrate
wuyang,Wuyang,SUPPORT,Platinum,Console,Americas,49.6,3.4,0.1
zarya,Zarya,TANK,Platinum,Console,Americas,45.3,4.5,44.6
zenyatta,Zenyatta,SUPPORT,Platinum,Console,Americas,52.4,14.3,2.3
ana,Ana,SUPPORT,Platinum,Console,Europe,49.3,28.4,9.0
anran,Anran,DAMAGE,Platinum,Console,Europe,51.0,6.7,6.3
ashe,Ashe,DAMAGE,Platinum,Console,Europe,52.0,16.1,3.7
baptiste,Baptiste,SUPPORT,Platinum,Console,Europe,52.4,11.3,0.7
bastion,Bastion,DAMAGE,Platinum,Console,Europe,47.4,17.8,16.0
brigitte,Brigitte,SUPPORT,Platinum,Console,Europe,52.5,3.9,0.1
cassidy,Cassidy,DAMAGE,Platinum,Console,Europe,47.9,15.1,2.7
dmon,D.Mon,TANK,Platinum,Console,Europe,57.5,7.0,6.0
dva,D.Va,TANK,Platinum,Console,Europe,51.0,9.2,25.0
domina,Domina,TANK,Platinum,Console,Europe,48.7,3.4,2.2
doomfist,Doomfist,TANK,Platinum,Console,Europe,51.9,7.0,8.2
echo,Echo,DAMAGE,Platinum,Console,Europe,49.7,2.9,0.2
emre,Emre,DAMAGE,Platinum,Console,Europe,47.0,7.1,0.2
freja,Freja,DAMAGE,Platinum,Console,Europe,46.8,4.7,2.6
genji,Genji,DAMAGE,Platinum,Console,Europe,51.9,7.8,4.1
hanzo,Hanzo,DAMAGE,Platinum,Console,Europe,50.1,8.0,0.6
hazard,Hazard,TANK,Platinum,Console,Europe,50.6,2.1,0.5
illari,Illari,SUPPORT,Platinum,Console,Europe,51.0,8.0,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Platinum,Console,Europe,49.3,12.7,17.9
junker-queen,Junker Queen,TANK,Platinum,Console,Europe,50.7,3.2,0.1
junkrat,Junkrat,DAMAGE,Platinum,Console,Europe,49.3,7.9,1.1
juno,Juno,SUPPORT,Platinum,Console,Europe,51.0,23.8,0.2
kiriko,Kiriko,SUPPORT,Platinum,Console,Europe,43.5,16.6,1.0
lifeweaver,Lifeweaver,SUPPORT,Platinum,Console,Europe,47.8,15.2,0.4
lucio,Lúcio,SUPPORT,Platinum,Console,Europe,52.4,6.8,0.6
mauga,Mauga,TANK,Platinum,Console,Europe,45.9,4.7,49.6
mei,Mei,DAMAGE,Platinum,Console,Europe,48.7,7.7,2.7
mercy,Mercy,SUPPORT,Platinum,Console,Europe,49.0,17.7,16.8
mizuki,Mizuki,SUPPORT,Platinum,Console,Europe,50.5,10.0,1.4
moira,Moira,SUPPORT,Platinum,Console,Europe,48.8,29.6,3.6
orisa,Orisa,TANK,Platinum,Console,Europe,49.1,14.7,32.8
pharah,Pharah,DAMAGE,Platinum,Console,Europe,50.4,2.1,1.7
ramattra,Ramattra,TANK,Platinum,Console,Europe,45.8,7.9,6.3
reaper,Reaper,DAMAGE,Platinum,Console,Europe,50.9,13.6,3.6
reinhardt,Reinhardt,TANK,Platinum,Console,Europe,50.9,11.9,1.9
roadhog,Roadhog,TANK,Platinum,Console,Europe,47.0,9.4,12.1
shion,Shion,DAMAGE,Platinum,Console,Europe,49.7,6.2,0.3
sierra,Sierra,DAMAGE,Platinum,Console,Europe,48.5,13.4,9.8
sigma,Sigma,TANK,Platinum,Console,Europe,48.2,9.2,3.3
sojourn,Sojourn,DAMAGE,Platinum,Console,Europe,44.7,9.3,0.5
soldier-76,Soldier: 76,DAMAGE,Platinum,Console,Europe,49.7,24.5,2.4
sombra,Sombra,DAMAGE,Platinum,Console,Europe,50.8,2.8,75.4
symmetra,Symmetra,DAMAGE,Platinum,Console,Europe,48.4,3.0,6.3
torbjorn,Torbjörn,DAMAGE,Platinum,Console,Europe,51.5,6.7,2.1
tracer,Tracer,DAMAGE,Platinum,Console,Europe,52.3,6.3,10.3
vendetta,Vendetta,DAMAGE,Platinum,Console,Europe,51.3,2.3,0.3
venture,Venture,DAMAGE,Platinum,Console,Europe,50.4,1.3,0.1
widowmaker,Widowmaker,DAMAGE,Platinum,Console,Europe,52.1,6.6,29.4
winston,Winston,TANK,Platinum,Console,Europe,50.5,3.1,0.7
wrecking-ball,Wrecking Ball,TANK,Platinum,Console,Europe,48.8,2.6,2.5
wuyang,Wuyang,SUPPORT,Platinum,Console,Europe,49.1,3.2,0.1
zarya,Zarya,TANK,Platinum,Console,Europe,44.9,4.6,39.1
zenyatta,Zenyatta,SUPPORT,Platinum,Console,Europe,51.9,12.9,1.3
ana,Ana,SUPPORT,Platinum,Console,Asia,49.6,43.7,4.4
anran,Anran,DAMAGE,Platinum,Console,Asia,51.3,10.6,5.6
ashe,Ashe,DAMAGE,Platinum,Console,Asia,51.4,12.6,1.0
baptiste,Baptiste,SUPPORT,Platinum,Console,Asia,49.3,13.8,0.3
bastion,Bastion,DAMAGE,Platinum,Console,Asia,49.4,12.5,5.7
brigitte,Brigitte,SUPPORT,Platinum,Console,Asia,51.1,6.4,0.2
cassidy,Cassidy,DAMAGE,Platinum,Console,Asia,45.9,19.3,3.0
dmon,D.Mon,TANK,Platinum,Console,Asia,57.2,9.4,19.6
dva,D.Va,TANK,Platinum,Console,Asia,50.8,8.4,9.6
domina,Domina,TANK,Platinum,Console,Asia,52.2,3.4,0.9
doomfist,Doomfist,TANK,Platinum,Console,Asia,47.5,6.3,7.0
echo,Echo,DAMAGE,Platinum,Console,Asia,51.4,3.3,0.2
emre,Emre,DAMAGE,Platinum,Console,Asia,47.2,6.6,0.1
freja,Freja,DAMAGE,Platinum,Console,Asia,46.6,4.4,15.3
genji,Genji,DAMAGE,Platinum,Console,Asia,50.0,6.9,0.6
hanzo,Hanzo,DAMAGE,Platinum,Console,Asia,47.8,3.3,0.1
hazard,Hazard,TANK,Platinum,Console,Asia,47.7,2.1,0.3
illari,Illari,SUPPORT,Platinum,Console,Asia,52.5,5.4,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Platinum,Console,Asia,51.9,8.6,47.5
junker-queen,Junker Queen,TANK,Platinum,Console,Asia,50.7,2.7,0.1
junkrat,Junkrat,DAMAGE,Platinum,Console,Asia,50.0,4.9,0.6
juno,Juno,SUPPORT,Platinum,Console,Asia,53.4,24.5,0.1
kiriko,Kiriko,SUPPORT,Platinum,Console,Asia,43.3,27.2,0.4
lifeweaver,Lifeweaver,SUPPORT,Platinum,Console,Asia,46.9,7.2,0.4
lucio,Lúcio,SUPPORT,Platinum,Console,Asia,50.6,4.0,0.1
mauga,Mauga,TANK,Platinum,Console,Asia,44.0,4.5,22.5
mei,Mei,DAMAGE,Platinum,Console,Asia,50.0,8.1,2.9
mercy,Mercy,SUPPORT,Platinum,Console,Asia,46.5,3.2,0.4
mizuki,Mizuki,SUPPORT,Platinum,Console,Asia,49.3,11.2,7.4
moira,Moira,SUPPORT,Platinum,Console,Asia,50.1,24.5,2.6
orisa,Orisa,TANK,Platinum,Console,Asia,50.3,16.6,17.6
pharah,Pharah,DAMAGE,Platinum,Console,Asia,48.2,3.5,2.3
ramattra,Ramattra,TANK,Platinum,Console,Asia,46.4,6.7,4.6
reaper,Reaper,DAMAGE,Platinum,Console,Asia,52.1,14.4,2.4
reinhardt,Reinhardt,TANK,Platinum,Console,Asia,50.4,8.4,1.6
roadhog,Roadhog,TANK,Platinum,Console,Asia,41.8,4.9,2.0
shion,Shion,DAMAGE,Platinum,Console,Asia,49.7,8.1,0.3
sierra,Sierra,DAMAGE,Platinum,Console,Asia,49.6,14.5,3.5
sigma,Sigma,TANK,Platinum,Console,Asia,49.8,10.7,3.4
sojourn,Sojourn,DAMAGE,Platinum,Console,Asia,45.2,12.8,0.2
soldier-76,Soldier: 76,DAMAGE,Platinum,Console,Asia,49.6,14.8,0.8
sombra,Sombra,DAMAGE,Platinum,Console,Asia,50.8,3.1,75.6
symmetra,Symmetra,DAMAGE,Platinum,Console,Asia,52.9,4.0,28.7
torbjorn,Torbjörn,DAMAGE,Platinum,Console,Asia,52.8,8.9,2.4
tracer,Tracer,DAMAGE,Platinum,Console,Asia,50.4,12.0,13.8
vendetta,Vendetta,DAMAGE,Platinum,Console,Asia,50.8,4.9,3.2
venture,Venture,DAMAGE,Platinum,Console,Asia,51.9,1.9,0.1
widowmaker,Widowmaker,DAMAGE,Platinum,Console,Asia,51.4,4.6,5.0
winston,Winston,TANK,Platinum,Console,Asia,51.3,7.1,5.1
wrecking-ball,Wrecking Ball,TANK,Platinum,Console,Asia,50.1,3.3,15.8
wuyang,Wuyang,SUPPORT,Platinum,Console,Asia,51.2,8.6,0.2
zarya,Zarya,TANK,Platinum,Console,Asia,45.7,5.4,33.3
zenyatta,Zenyatta,SUPPORT,Platinum,Console,Asia,52.3,11.8,1.9
ana,Ana,SUPPORT,Emerald,PC,Americas,50.0,38.0,11.0
anran,Anran,DAMAGE,Emerald,PC,Americas,51.6,7.0,21.3
ashe,Ashe,DAMAGE,Emerald,PC,Americas,51.9,12.6,2.2
baptiste,Baptiste,SUPPORT,Emerald,PC,Americas,49.0,8.9,0.2
bastion,Bastion,DAMAGE,Emerald,PC,Americas,46.7,10.4,5.8
brigitte,Brigitte,SUPPORT,Emerald,PC,Americas,50.7,5.4,0.2
cassidy,Cassidy,DAMAGE,Emerald,PC,Americas,46.3,22.7,11.0
dmon,D.Mon,TANK,Emerald,PC,Americas,58.4,10.2,31.5
dva,D.Va,TANK,Emerald,PC,Americas,46.2,4.9,4.2
domina,Domina,TANK,Emerald,PC,Americas,51.3,3.5,2.2
doomfist,Doomfist,TANK,Emerald,PC,Americas,51.0,8.8,21.2
echo,Echo,DAMAGE,Emerald,PC,Americas,50.0,3.5,0.4
emre,Emre,DAMAGE,Emerald,PC,Americas,48.5,6.3,0.2
freja,Freja,DAMAGE,Emerald,PC,Americas,47.7,4.8,33.7
genji,Genji,DAMAGE,Emerald,PC,Americas,51.7,13.8,4.8
hanzo,Hanzo,DAMAGE,Emerald,PC,Americas,50.4,7.6,1.5
hazard,Hazard,TANK,Emerald,PC,Americas,50.6,3.7,4.0
illari,Illari,SUPPORT,Emerald,PC,Americas,50.1,3.7,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Emerald,PC,Americas,51.7,6.3,51.1
junker-queen,Junker Queen,TANK,Emerald,PC,Americas,52.5,5.0,0.4
junkrat,Junkrat,DAMAGE,Emerald,PC,Americas,51.8,7.2,2.3
juno,Juno,SUPPORT,Emerald,PC,Americas,52.6,22.2,0.3
kiriko,Kiriko,SUPPORT,Emerald,PC,Americas,43.0,29.7,5.0
lifeweaver,Lifeweaver,SUPPORT,Emerald,PC,Americas,48.8,12.4,0.8
lucio,Lúcio,SUPPORT,Emerald,PC,Americas,51.6,4.8,0.3
mauga,Mauga,TANK,Emerald,PC,Americas,43.7,4.2,27.3
mei,Mei,DAMAGE,Emerald,PC,Americas,49.0,7.4,2.8
mercy,Mercy,SUPPORT,Emerald,PC,Americas,52.0,14.3,7.5
mizuki,Mizuki,SUPPORT,Emerald,PC,Americas,49.7,12.5,8.6
moira,Moira,SUPPORT,Emerald,PC,Americas,49.1,24.5,1.6
orisa,Orisa,TANK,Emerald,PC,Americas,44.0,8.2,6.0
pharah,Pharah,DAMAGE,Emerald,PC,Americas,52.9,3.5,3.4
ramattra,Ramattra,TANK,Emerald,PC,Americas,45.6,6.6,5.4
reaper,Reaper,DAMAGE,Emerald,PC,Americas,49.8,10.4,1.6
reinhardt,Reinhardt,TANK,Emerald,PC,Americas,51.7,12.2,1.3
roadhog,Roadhog,TANK,Emerald,PC,Americas,46.9,7.2,24.5
shion,Shion,DAMAGE,Emerald,PC,Americas,50.7,9.1,0.8
sierra,Sierra,DAMAGE,Emerald,PC,Americas,48.8,9.7,8.6
sigma,Sigma,TANK,Emerald,PC,Americas,49.0,8.4,3.3
sojourn,Sojourn,DAMAGE,Emerald,PC,Americas,45.2,12.8,1.7
soldier-76,Soldier: 76,DAMAGE,Emerald,PC,Americas,49.6,16.9,0.3
sombra,Sombra,DAMAGE,Emerald,PC,Americas,47.5,4.2,13.7
symmetra,Symmetra,DAMAGE,Emerald,PC,Americas,48.3,2.2,1.8
torbjorn,Torbjörn,DAMAGE,Emerald,PC,Americas,50.8,4.2,0.5
tracer,Tracer,DAMAGE,Emerald,PC,Americas,51.1,10.4,7.7
vendetta,Vendetta,DAMAGE,Emerald,PC,Americas,54.8,5.0,3.6
venture,Venture,DAMAGE,Emerald,PC,Americas,51.9,2.2,0.5
widowmaker,Widowmaker,DAMAGE,Emerald,PC,Americas,51.2,5.9,7.8
winston,Winston,TANK,Emerald,PC,Americas,51.3,7.8,3.6
wrecking-ball,Wrecking Ball,TANK,Emerald,PC,Americas,49.9,3.9,11.9
wuyang,Wuyang,SUPPORT,Emerald,PC,Americas,51.7,6.3,0.1
zarya,Zarya,TANK,Emerald,PC,Americas,46.0,5.5,32.0
zenyatta,Zenyatta,SUPPORT,Emerald,PC,Americas,52.2,11.2,2.9
ana,Ana,SUPPORT,Emerald,PC,Europe,50.4,40.6,11.0
anran,Anran,DAMAGE,Emerald,PC,Europe,51.7,6.7,17.6
ashe,Ashe,DAMAGE,Emerald,PC,Europe,51.2,13.6,1.9
baptiste,Baptiste,SUPPORT,Emerald,PC,Europe,49.1,9.0,0.1
bastion,Bastion,DAMAGE,Emerald,PC,Europe,47.1,11.2,6.9
brigitte,Brigitte,SUPPORT,Emerald,PC,Europe,52.3,4.7,0.2
cassidy,Cassidy,DAMAGE,Emerald,PC,Europe,46.2,22.4,10.5
dmon,D.Mon,TANK,Emerald,PC,Europe,58.2,9.5,27.5
dva,D.Va,TANK,Emerald,PC,Europe,47.4,5.6,8.9
domina,Domina,TANK,Emerald,PC,Europe,50.7,3.3,1.8
doomfist,Doomfist,TANK,Emerald,PC,Europe,51.5,8.6,24.6
echo,Echo,DAMAGE,Emerald,PC,Europe,50.2,3.8,0.4
emre,Emre,DAMAGE,Emerald,PC,Europe,48.0,5.9,0.2
freja,Freja,DAMAGE,Emerald,PC,Europe,47.6,5.2,35.2
genji,Genji,DAMAGE,Emerald,PC,Europe,52.4,14.3,6.8
hanzo,Hanzo,DAMAGE,Emerald,PC,Europe,50.3,9.3,2.9
hazard,Hazard,TANK,Emerald,PC,Europe,51.5,4.0,5.9
illari,Illari,SUPPORT,Emerald,PC,Europe,49.9,4.2,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Emerald,PC,Europe,51.4,6.8,51.3
junker-queen,Junker Queen,TANK,Emerald,PC,Europe,52.5,4.3,0.3
junkrat,Junkrat,DAMAGE,Emerald,PC,Europe,51.6,7.4,2.1
juno,Juno,SUPPORT,Emerald,PC,Europe,52.3,18.6,0.2
kiriko,Kiriko,SUPPORT,Emerald,PC,Europe,43.6,30.0,5.2
lifeweaver,Lifeweaver,SUPPORT,Emerald,PC,Europe,49.0,13.8,1.1
lucio,Lúcio,SUPPORT,Emerald,PC,Europe,51.7,4.3,0.3
mauga,Mauga,TANK,Emerald,PC,Europe,43.9,4.3,26.4
mei,Mei,DAMAGE,Emerald,PC,Europe,48.7,6.6,2.4
mercy,Mercy,SUPPORT,Emerald,PC,Europe,50.9,15.4,13.4
mizuki,Mizuki,SUPPORT,Emerald,PC,Europe,49.6,11.1,6.1
moira,Moira,SUPPORT,Emerald,PC,Europe,49.2,23.9,2.4
orisa,Orisa,TANK,Emerald,PC,Europe,44.5,8.8,8.3
pharah,Pharah,DAMAGE,Emerald,PC,Europe,52.7,4.1,8.0
ramattra,Ramattra,TANK,Emerald,PC,Europe,45.6,5.7,4.4
reaper,Reaper,DAMAGE,Emerald,PC,Europe,49.4,8.9,1.4
reinhardt,Reinhardt,TANK,Emerald,PC,Europe,51.8,12.1,1.5
roadhog,Roadhog,TANK,Emerald,PC,Europe,46.7,8.1,17.4
shion,Shion,DAMAGE,Emerald,PC,Europe,50.1,8.3,0.6
sierra,Sierra,DAMAGE,Emerald,PC,Europe,48.6,9.9,6.7
sigma,Sigma,TANK,Emerald,PC,Europe,49.1,9.0,4.0
sojourn,Sojourn,DAMAGE,Emerald,PC,Europe,46.0,12.7,1.4
soldier-76,Soldier: 76,DAMAGE,Emerald,PC,Europe,49.1,16.3,0.4
sombra,Sombra,DAMAGE,Emerald,PC,Europe,48.0,4.1,11.5
symmetra,Symmetra,DAMAGE,Emerald,PC,Europe,49.0,2.1,1.1
torbjorn,Torbjörn,DAMAGE,Emerald,PC,Europe,51.2,4.1,0.5
tracer,Tracer,DAMAGE,Emerald,PC,Europe,51.6,9.2,6.0
vendetta,Vendetta,DAMAGE,Emerald,PC,Europe,54.4,4.6,3.2
venture,Venture,DAMAGE,Emerald,PC,Europe,53.5,2.0,0.4
widowmaker,Widowmaker,DAMAGE,Emerald,PC,Europe,52.1,7.4,11.3
winston,Winston,TANK,Emerald,PC,Europe,51.5,7.0,4.2
wrecking-ball,Wrecking Ball,TANK,Emerald,PC,Europe,49.9,4.3,17.1
wuyang,Wuyang,SUPPORT,Emerald,PC,Europe,52.3,5.8,0.1
zarya,Zarya,TANK,Emerald,PC,Europe,45.7,5.5,30.1
zenyatta,Zenyatta,SUPPORT,Emerald,PC,Europe,51.4,11.8,3.6
ana,Ana,SUPPORT,Emerald,Console,Americas,49.1,27.1,11.2
anran,Anran,DAMAGE,Emerald,Console,Americas,51.7,8.3,13.1
ashe,Ashe,DAMAGE,Emerald,Console,Americas,51.7,14.6,4.3
baptiste,Baptiste,SUPPORT,Emerald,Console,Americas,51.2,11.5,0.6
bastion,Bastion,DAMAGE,Emerald,Console,Americas,46.8,15.2,13.4
brigitte,Brigitte,SUPPORT,Emerald,Console,Americas,52.1,5.7,0.1
cassidy,Cassidy,DAMAGE,Emerald,Console,Americas,47.2,17.1,5.1
dmon,D.Mon,TANK,Emerald,Console,Americas,59.4,10.2,14.4
dva,D.Va,TANK,Emerald,Console,Americas,49.4,8.0,18.6
domina,Domina,TANK,Emerald,Console,Americas,49.9,4.0,3.0
doomfist,Doomfist,TANK,Emerald,Console,Americas,50.5,7.1,7.0
echo,Echo,DAMAGE,Emerald,Console,Americas,50.3,3.3,0.2
emre,Emre,DAMAGE,Emerald,Console,Americas,47.0,7.8,0.3
freja,Freja,DAMAGE,Emerald,Console,Americas,46.3,4.8,4.6
genji,Genji,DAMAGE,Emerald,Console,Americas,52.2,8.9,2.4
hanzo,Hanzo,DAMAGE,Emerald,Console,Americas,50.7,6.3,0.3
hazard,Hazard,TANK,Emerald,Console,Americas,49.9,2.6,0.7
illari,Illari,SUPPORT,Emerald,Console,Americas,50.3,6.2,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Emerald,Console,Americas,50.1,11.4,18.5
junker-queen,Junker Queen,TANK,Emerald,Console,Americas,52.2,3.9,0.2
junkrat,Junkrat,DAMAGE,Emerald,Console,Americas,50.8,7.1,1.1
juno,Juno,SUPPORT,Emerald,Console,Americas,52.7,28.3,0.4
kiriko,Kiriko,SUPPORT,Emerald,Console,Americas,42.0,14.6,2.0
lifeweaver,Lifeweaver,SUPPORT,Emerald,Console,Americas,47.0,15.3,0.6
lucio,Lúcio,SUPPORT,Emerald,Console,Americas,52.0,5.9,0.4
mauga,Mauga,TANK,Emerald,Console,Americas,46.3,4.5,50.0
mei,Mei,DAMAGE,Emerald,Console,Americas,47.6,8.6,2.4
mercy,Mercy,SUPPORT,Emerald,Console,Americas,51.0,16.5,17.8
mizuki,Mizuki,SUPPORT,Emerald,Console,Americas,50.0,12.1,4.2
moira,Moira,SUPPORT,Emerald,Console,Americas,47.6,27.8,1.9
orisa,Orisa,TANK,Emerald,Console,Americas,47.8,12.9,23.0
pharah,Pharah,DAMAGE,Emerald,Console,Americas,50.4,1.5,0.4
ramattra,Ramattra,TANK,Emerald,Console,Americas,45.6,7.7,5.5
reaper,Reaper,DAMAGE,Emerald,Console,Americas,50.3,12.4,1.7
reinhardt,Reinhardt,TANK,Emerald,Console,Americas,51.2,10.9,1.1
roadhog,Roadhog,TANK,Emerald,Console,Americas,46.5,8.6,16.7
shion,Shion,DAMAGE,Emerald,Console,Americas,50.8,7.8,0.5
sierra,Sierra,DAMAGE,Emerald,Console,Americas,48.4,11.2,13.7
sigma,Sigma,TANK,Emerald,Console,Americas,47.7,7.1,2.3
sojourn,Sojourn,DAMAGE,Emerald,Console,Americas,45.3,9.4,0.8
soldier-76,Soldier: 76,DAMAGE,Emerald,Console,Americas,49.7,23.6,2.0
sombra,Sombra,DAMAGE,Emerald,Console,Americas,50.8,3.6,71.8
symmetra,Symmetra,DAMAGE,Emerald,Console,Americas,48.3,3.3,10.4
torbjorn,Torbjörn,DAMAGE,Emerald,Console,Americas,50.7,7.0,2.6
tracer,Tracer,DAMAGE,Emerald,Console,Americas,52.5,7.1,12.1
vendetta,Vendetta,DAMAGE,Emerald,Console,Americas,53.1,3.0,0.3
venture,Venture,DAMAGE,Emerald,Console,Americas,50.3,1.9,0.1
widowmaker,Widowmaker,DAMAGE,Emerald,Console,Americas,53.1,6.2,12.2
winston,Winston,TANK,Emerald,Console,Americas,49.2,4.0,0.8
wrecking-ball,Wrecking Ball,TANK,Emerald,Console,Americas,50.5,3.3,3.7
wuyang,Wuyang,SUPPORT,Emerald,Console,Americas,50.9,3.7,0.0
zarya,Zarya,TANK,Emerald,Console,Americas,43.3,5.1,29.1
zenyatta,Zenyatta,SUPPORT,Emerald,Console,Americas,51.7,13.9,2.7
ana,Ana,SUPPORT,Emerald,Console,Europe,49.3,34.0,9.7
anran,Anran,DAMAGE,Emerald,Console,Europe,51.0,6.4,5.4
ashe,Ashe,DAMAGE,Emerald,Console,Europe,52.7,16.7,4.4
baptiste,Baptiste,SUPPORT,Emerald,Console,Europe,52.8,14.1,1.1
bastion,Bastion,DAMAGE,Emerald,Console,Europe,47.7,15.7,15.2
brigitte,Brigitte,SUPPORT,Emerald,Console,Europe,52.6,5.0,0.1
cassidy,Cassidy,DAMAGE,Emerald,Console,Europe,46.7,19.3,5.3
dmon,D.Mon,TANK,Emerald,Console,Europe,58.2,8.5,10.0
dva,D.Va,TANK,Emerald,Console,Europe,50.8,7.7,40.1
domina,Domina,TANK,Emerald,Console,Europe,49.4,3.3,1.3
doomfist,Doomfist,TANK,Emerald,Console,Europe,51.0,8.2,6.9
echo,Echo,DAMAGE,Emerald,Console,Europe,49.7,2.8,0.1
emre,Emre,DAMAGE,Emerald,Console,Europe,47.3,7.2,0.2
freja,Freja,DAMAGE,Emerald,Console,Europe,46.2,4.5,3.3
genji,Genji,DAMAGE,Emerald,Console,Europe,51.4,9.5,3.0
hanzo,Hanzo,DAMAGE,Emerald,Console,Europe,50.0,7.5,0.6
hazard,Hazard,TANK,Emerald,Console,Europe,51.1,3.1,0.9
illari,Illari,SUPPORT,Emerald,Console,Europe,50.4,7.8,0.2
jetpack-cat,Jetpack Cat,SUPPORT,Emerald,Console,Europe,49.9,13.6,15.3
junker-queen,Junker Queen,TANK,Emerald,Console,Europe,51.2,3.2,0.1
junkrat,Junkrat,DAMAGE,Emerald,Console,Europe,51.1,5.8,0.6
juno,Juno,SUPPORT,Emerald,Console,Europe,51.1,22.3,0.2
kiriko,Kiriko,SUPPORT,Emerald,Console,Europe,42.8,18.0,1.7
lifeweaver,Lifeweaver,SUPPORT,Emerald,Console,Europe,47.1,14.4,0.5
lucio,Lúcio,SUPPORT,Emerald,Console,Europe,53.0,6.0,0.5
mauga,Mauga,TANK,Emerald,Console,Europe,47.6,4.9,53.3
mei,Mei,DAMAGE,Emerald,Console,Europe,48.5,6.7,1.4
mercy,Mercy,SUPPORT,Emerald,Console,Europe,51.0,15.2,26.2
mizuki,Mizuki,SUPPORT,Emerald,Console,Europe,50.2,9.9,2.4
moira,Moira,SUPPORT,Emerald,Console,Europe,47.9,23.2,2.1
orisa,Orisa,TANK,Emerald,Console,Europe,48.2,13.6,30.5
pharah,Pharah,DAMAGE,Emerald,Console,Europe,49.3,1.8,0.8
ramattra,Ramattra,TANK,Emerald,Console,Europe,45.1,5.9,4.2
reaper,Reaper,DAMAGE,Emerald,Console,Europe,50.9,13.4,2.9
reinhardt,Reinhardt,TANK,Emerald,Console,Europe,50.5,10.6,1.2
roadhog,Roadhog,TANK,Emerald,Console,Europe,47.0,10.4,12.1
shion,Shion,DAMAGE,Emerald,Console,Europe,50.1,6.5,0.3
sierra,Sierra,DAMAGE,Emerald,Console,Europe,47.9,9.4,3.7
sigma,Sigma,TANK,Emerald,Console,Europe,48.4,8.4,2.4
sojourn,Sojourn,DAMAGE,Emerald,Console,Europe,45.8,10.1,0.4
soldier-76,Soldier: 76,DAMAGE,Emerald,Console,Europe,49.7,26.3,2.2
sombra,Sombra,DAMAGE,Emerald,Console,Europe,51.1,3.6,64.8
symmetra,Symmetra,DAMAGE,Emerald,Console,Europe,48.6,2.6,4.1
torbjorn,Torbjörn,DAMAGE,Emerald,Console,Europe,50.8,5.1,1.2
tracer,Tracer,DAMAGE,Emerald,Console,Europe,52.8,8.1,9.9
vendetta,Vendetta,DAMAGE,Emerald,Console,Europe,51.5,2.3,0.2
venture,Venture,DAMAGE,Emerald,Console,Europe,49.2,1.4,0.1
widowmaker,Widowmaker,DAMAGE,Emerald,Console,Europe,52.6,7.2,37.0
winston,Winston,TANK,Emerald,Console,Europe,50.9,3.9,0.6
wrecking-ball,Wrecking Ball,TANK,Emerald,Console,Europe,49.1,3.4,2.9
wuyang,Wuyang,SUPPORT,Emerald,Console,Europe,50.8,3.6,0.1
zarya,Zarya,TANK,Emerald,Console,Europe,43.4,4.8,23.3
zenyatta,Zenyatta,SUPPORT,Emerald,Console,Europe,51.8,12.9,1.7
ana,Ana,SUPPORT,Diamond,PC,Americas,50.5,42.4,9.2
anran,Anran,DAMAGE,Diamond,PC,Americas,51.0,5.7,10.1
ashe,Ashe,DAMAGE,Diamond,PC,Americas,52.0,10.8,1.3
baptiste,Baptiste,SUPPORT,Diamond,PC,Americas,50.2,9.1,0.1
bastion,Bastion,DAMAGE,Diamond,PC,Americas,47.1,8.0,4.4
brigitte,Brigitte,SUPPORT,Diamond,PC,Americas,52.0,7.5,0.3
cassidy,Cassidy,DAMAGE,Diamond,PC,Americas,46.2,25.9,14.7
dmon,D.Mon,TANK,Diamond,PC,Americas,59.0,10.2,42.8
dva,D.Va,TANK,Diamond,PC,Americas,46.5,5.5,6.3
domina,Domina,TANK,Diamond,PC,Americas,51.2,2.8,1.0
doomfist,Doomfist,TANK,Diamond,PC,Americas,49.7,10.9,18.0
echo,Echo,DAMAGE,Diamond,PC,Americas,50.4,3.9,0.3
emre,Emre,DAMAGE,Diamond,PC,Americas,48.3,6.2,0.2
freja,Freja,DAMAGE,Diamond,PC,Americas,47.6,4.7,44.4
genji,Genji,DAMAGE,Diamond,PC,Americas,51.7,15.9,3.3
hanzo,Hanzo,DAMAGE,Diamond,PC,Americas,50.3,6.4,1.1
hazard,Hazard,TANK,Diamond,PC,Americas,52.1,5.3,6.1
illari,Illari,SUPPORT,Diamond,PC,Americas,51.2,3.7,0.1
jetpack-cat,Jetpack Cat,SUPPORT,Diamond,PC,Americas,51.1,6.4,61.0
junker-queen,Junker Queen,TANK,Diamond,PC,Americas,53.4,5.2,0.4
junkrat,Junkrat,DAMAGE,Diamond,PC,Americas,53.5,5.6,1.6
juno,Juno,SUPPORT,Diamond,PC,Americas,51.6,21.7,0.3
kiriko,Kiriko,SUPPORT,Diamond,PC,Americas,43.6,31.3,6.2
lifeweaver,Lifeweaver,SUPPORT,Diamond,PC,Americas,49.3,9.7,0.8
lucio,Lúcio,SUPPORT,Diamond,PC,Americas,52.3,6.3,0.3
mauga,Mauga,TANK,Diamond,PC,Americas,45.5,4.4,28.7
mei,Mei,DAMAGE,Diamond,PC,Americas,48.2,5.1,1.1
